학교명,시도,주소,상태,조사기준일
대구대천초등학교,대구,대구광역시 북구 구암로21길 54(읍내동.대구대천초등학교),기존(원)교,20180401
대구대청초등학교,대구,대구광역시 수성구 만촌3동873번지,기존(원)교,20180401
대구덕성초등학교,대구,대구광역시 동구 아양로34길 50. 대구덕성초등학교 (신암동),기존(원)교,20180401
대구덕인초등학교,대구,대구광역시 달서구 본리동407-1,기존(원)교,20180401
대구도남초등학교,대구,대구광역시 북구 국우동 1110-2번지대구도남초등학교,기존(원)교,20180401
대구도림초등학교,대구,대구광역시 달성군 다사읍 서재리32,기존(원)교,20180401
대구도원초등학교,대구,대구광역시 달서구 도원동대곡순환로 100-30,기존(원)교,20180401
대구동곡초등학교,대구,대구광역시 달성군 하빈면달구벌대로55길 104-4,기존(원)교,20180401
대구동덕초등학교,대구,대구광역시 중구 삼덕동2가227,기존(원)교,20180401
대구동도초등학교,대구,대구광역시 수성구 범어1동784-2,기존(원)교,20180401
대구동문초등학교,대구,대구광역시 수성구 효행로2길 111대구동문초등학교(만촌동),기존(원)교,20180401
대구동변초등학교,대구,대구광역시 북구 동변로 60. 대구동변초등학교 (동변동),기존(원)교,20180401
대구동부초등학교,대구,대구광역시 동구 신암북로7길 22(신암동.대구동부초등학교),기존(원)교,20180401
대구동산초등학교,대구,대구광역시 수성구 범어동678-3,기존(원)교,20180401
대구동성초등학교,대구,대구광역시 수성구 수성로 311번지282,기존(원)교,20180401
대구동신초등학교,대구,대구광역시 동구 신암2동487 (청구로 74),기존(원)교,20180401
대구동원초등학교,대구,대구광역시 수성구 만촌2동934,기존(원)교,20180401
대구동인초등학교,대구,대구광역시 중구 동인4가388,기존(원)교,20180401
대구동일초등학교,대구,대구광역시 수성구 수성동2가17-1번지,기존(원)교,20180401
대구동천초등학교,대구,대구광역시 수성구 상록로16길 20. 대구동천초등학교 (범어동),기존(원)교,20180401
대구동촌초등학교,대구,대구광역시 동구 방촌로 168(방촌동 1047번지),기존(원)교,20180401
대구동평초등학교,대구,대구광역시 북구 동천로 84(동천동915-1),기존(원)교,20180401
대구동호초등학교,대구,대구광역시 동구 동호로2길 25 (동호동),기존(원)교,20180401
대구두류초등학교,대구,대구광역시 서구 달구벌대로357길 22(서구 내당1동 211-1번지),기존(원)교,20180401
대구두산초등학교,대구,대구광역시 수성구 지산1동1043,기존(원)교,20180401
대구들안길초등학교,대구,대구광역시 수성구 들안로16길 58(두산동.대구들안길초등학교),신설(원)교,20180401
대구만촌초등학교,대구,대구광역시 수성구 만촌2동980,기존(원)교,20180401
대구매곡초등학교,대구,대구광역시 달성군 다사읍 매곡리1536,신설(원)교,20180401
대구매동초등학교,대구,대구광역시 수성구 천을로31길 16(매호동.대구매동초등학교),신설(원)교,20180401
대구매천초등학교,대구,대구광역시 북구 매천로 179. 매천초등학교 (매천동),기존(원)교,20180401
대구매호초등학교,대구,대구광역시 수성구 매호동611-1,기존(원)교,20180401
대구명곡초등학교,대구,대구광역시 달성군 화원읍 명곡로 40대구명곡초등학교 (화원읍.명곡초등학교),기존(원)교,20180401
대구명덕초등학교,대구,대구광역시 중구 남산로2길 125(남산동.명덕초등학교),기존(원)교,20180401
대구문성초등학교,대구,대구광역시 북구 복현로 180(복현동.대구문성초등학교),기존(원)교,20180401
대구반송초등학교,대구,대구광역시 달성군 옥포면 용연사길 5. 대구반송초등학교 (옥포면),기존(원)교,20180401
대구반야월초등학교,대구,대구광역시 동구 안심로49길 70(서호동.대구반야월초등학교),기존(원)교,20180401
대구방촌초등학교,대구,대구광역시 동구 방촌동1072-6,기존(원)교,20180401
대구범물초등학교,대구,대구광역시 수성구 지범로41길 33(범물동.범물초등학교),기존(원)교,20180401
대구범어초등학교,대구,대구광역시 수성구 범어2동154,기존(원)교,20180401
대구범일초등학교,대구,대구광역시 수성구 범안로4길 22. (1364번지) (범물동.범일초등학교),기존(원)교,20180401
대구복명초등학교,대구,대구광역시 수성구 범안로20길 8(범물동.복명초등학교),기존(원)교,20180401
대구복현초등학교,대구,대구광역시 북구 복현동 225번지(복현2동 225번지),기존(원)교,20180401
대구본리초등학교,대구,대구광역시 달서구 장기로 198(감삼동.대구본리초등학교),기존(원)교,20180401
대구봉덕초등학교,대구,대구광역시 남구 효성로 71. 대구봉덕초등학교 (봉덕동),기존(원)교,20180401
대구봉무초등학교,대구,대구광역시 동구 팔공로53길30,신설(원)교,20180401
대구북동초등학교,대구,대구광역시 달성군 논공읍 논공로11길 18. 대구북동초등학교 (논공읍),기존(원)교,20180401
대구북부초등학교,대구,대구광역시 북구 동천로 20(동천동.대구북부초등학교),기존(원)교,20180401
대구북비산초등학교,대구,대구광역시 서구 통학로48길 7. 비산1동 786-1 (비산동. 북비산초등학교),기존(원)교,20180401
대구불로초등학교,대구,대구광역시 동구 불로동1017번지,기존(원)교,20180401
대구비봉초등학교,대구,대구광역시 서구 비산1동705-1,기존(원)교,20180401
대구비산초등학교,대구,대구광역시 서구 평리1동662-1,기존(원)교,20180401
대구비슬초등학교,대구,대구광역시 달성군 유가면 테크노북로 144(유가면),신설(원)교,20180401
대구사수초등학교,대구,대구광역시 북구 내곡로 124(사수동),신설(원)교,20180401
대구사월초등학교,대구,대구광역시 수성구 신매동57-1번지,기존(원)교,20180401
대구산격초등학교,대구,대구광역시 북구 산격로10길 14. 대구산격초등학교 (산격동. 대구산격초등학교),기존(원)교,20180401
대구삼덕초등학교,대구,대구광역시 중구 삼덕동3가316,기존(원)교,20180401
대구삼영초등학교,대구,대구광역시 북구 노원동3가262,신설(원)교,20180401
대구삼육초등학교,대구,대구광역시 수성구 청수로 22-23(중동.삼육초등학교),기존(원)교,20180401
대구상원초등학교,대구,대구광역시 달서구 월곡로20길 15(상인동.상원초등학교),기존(원)교,20180401
대구상인초등학교,대구,대구광역시 달서구 월곡로 211. 대구상인초등학교 (상인동),기존(원)교,20180401
대구새론초등학교,대구,대구광역시 동구 과학로13길 5(각산동),신설(원)교,20180401
대구서도초등학교,대구,대구광역시 서구 평리로 395. 서도초등학교 (평리동),기존(원)교,20180401
대구서동초등학교,대구,대구광역시 달성군 다사읍 서재로7길 55(다사읍),신설(원)교,20180401
대구서변초등학교,대구,대구광역시 북구 호국로43길 35서변초등학교 (서변동),기존(원)교,20180401
대구서부초등학교,대구,대구광역시 서구 비산2.3동405-1,기존(원)교,20180401
대구서재초등학교,대구,대구광역시 달성군 다사읍 서재리 262대구서재초등학교,기존(원)교,20180401
대구서촌초등학교,대구,대구광역시 동구 파계로 525-11(중대동),기존(원)교,20180401
대구서평초등학교,대구,대구광역시 서구 평리6동574-6번지,기존(원)교,20180401
대구선원초등학교,대구,대구광역시 달서구 용산동504번지,기존(원)교,20180401
대구성곡초등학교,대구,대구광역시 달서구 이곡1동1306-5(화합로 77),기존(원)교,20180401
대구성남초등학교,대구,대구광역시 달서구 성당로51길 47 . 대구성남초등학교 (두류동),기존(원)교,20180401
대구성당초등학교,대구,대구광역시 달서구 본리동166-1,기존(원)교,20180401
대구성동초등학교,대구,대구광역시 수성구 황금동 청수로 45길 27(황금동 373번지),기존(원)교,20180401
대구성명초등학교,대구,대구광역시 남구 성당로30길55(대명4동 3050),기존(원)교,20180401
대구성북초등학교,대구,대구광역시 북구 호국로57길 42(서변동.대구성북초등학교),기존(원)교,20180401
대구성산초등학교,대구,대구광역시 달서구 선원남로 173번지(용산동 419-4번지),기존(원)교,20180401
대구성서초등학교,대구,대구광역시 달서구 이곡1동727-1,기존(원)교,20180401
대구성지초등학교,대구,대구광역시 달서구 용산동새동네로148 (412-4번지),기존(원)교,20180401
대구세천초등학교,대구,대구광역시 달성군 다사읍 세천로 182-9(다사읍),신설(원)교,20180401
대구세현초등학교,대구,대구광역시 달성군 구지면 국가산단대로66길 10. 10 (구지면),신설(원)교,20180401
대구송일초등학교,대구,대구광역시 달서구 학산로2길 38. 대구송일초등학교 (월성동),기존(원)교,20180401
대구송정초등학교,대구,대구광역시 동구 안심로90길 9. 대구송정초등학교 (괴전동),기존(원)교,20180401
대구송현초등학교,대구,대구광역시 달서구 송현로 128. 송현초등학교 (송현동),기존(원)교,20180401
대구수성초등학교,대구,대구광역시 수성구 상화로5길 40(상동.대구수성초등학교),기존(원)교,20180401
대구수창초등학교,대구,대구광역시 중구 수창동73번지,기존(원)교,20180401
대구숙천초등학교,대구,대구광역시 동구 숙천로 17. 대구숙천초등학교 (숙천동),휴(원)교,20180401
대구시지초등학교,대구,대구광역시 수성구 매호동1332-1,기존(원)교,20180401
대구신당초등학교,대구,대구광역시 달서구 신당동1844-2,기존(원)교,20180401
대구신매초등학교,대구,대구시 수성구 달구벌대로650길 26(신매동 583번지),기존(원)교,20180401
대구신서초등학교,대구,대구광역시 달서구 신당동큰돌산길 50,기존(원)교,20180401
대구신성초등학교,대구,대구광역시 동구 신암5동134-87,기존(원)교,20180401
대구신암초등학교,대구,대구광역시 북구 경대로 21(대현동.대구신암초등학교),기존(원)교,20180401
대구신월초등학교,대구,대구광역시 달서구 조암남로100(월성동 1351번지),신설(원)교,20180401
대구신천초등학교,대구,대구광역시 동구 신천3동185-1,기존(원)교,20180401
대구신흥초등학교,대구,대구광역시 달서구 두류공원로 257. 신흥초등학교 (두류동),기존(원)교,20180401
대구아양초등학교,대구,대구광역시 동구 아양로 221(신암동),기존(원)교,20180401
대구안일초등학교,대구,대구광역시 동구 율하동로23길 66. 대구안일초등학교 (율하동),기존(원)교,20180401
대구영선초등학교,대구,대구광역시 남구 이천동447,기존(원)교,20180401
대구옥산초등학교,대구,대구광역시 북구 칠성시장로23길 55(칠성동2가.대구옥산초등학교),기존(원)교,20180401
